,task,entry,dev_performance,test_performance
41,openbookqa,openbookqa_32_13,0.5,0.268
42,openbookqa,openbookqa_32_21,0.40625,0.27
43,openbookqa,openbookqa_32_42,0.5,0.318
44,openbookqa,openbookqa_32_87,0.5,0.284
45,openbookqa,mean,0.45625,0.28080000000000005
46,openbookqa,std,0.054486236794258416,0.019782820830205175
47,,,,
48,qasc,qasc_32_100,0.3125,0.3185745140388769
49,qasc,qasc_32_13,0.34375,0.234341252699784
50,qasc,qasc_32_21,0.21875,0.1457883369330453
51,qasc,qasc_32_42,0.28125,0.1792656587473002
52,qasc,qasc_32_87,0.28125,0.203023758099352
53,qasc,mean,0.2875,0.21619870410367165
54,qasc,std,0.041457809879442496,0.05883061681822911
55,,,,
56,quail,quail_32_100,0.3125,0.277
57,quail,quail_32_13,0.40625,0.321
58,quail,quail_32_21,0.3125,0.232
59,quail,quail_32_42,0.5,0.295
60,quail,quail_32_87,0.5625,0.31
61,quail,mean,0.41875,0.28700000000000003
62,quail,std,0.1,0.031221787264665034
63,,,,
64,quarel,quarel_32_100,0.65625,0.4820143884892086
65,quarel,quarel_32_13,0.53125,0.5215827338129496
66,quarel,quarel_32_21,0.65625,0.5035971223021583
67,quarel,quarel_32_42,0.59375,0.4064748201438849
68,quarel,quarel_32_87,0.5625,0.4928057553956834
69,quarel,mean,0.6,0.48129496402877703
70,quarel,std,0.049999999999999996,0.03962716360840404
71,,,,
72,quartz-no_knowledge,quartz-no_knowledge_32_100,0.625,0.4869791666666667
73,quartz-no_knowledge,quartz-no_knowledge_32_13,0.59375,0.4739583333333333
74,quartz-no_knowledge,quartz-no_knowledge_32_21,0.625,0.4635416666666667
75,quartz-no_knowledge,quartz-no_knowledge_32_42,0.625,0.4739583333333333
76,quartz-no_knowledge,quartz-no_knowledge_32_87,0.53125,0.46875
77,quartz-no_knowledge,mean,0.6,0.4734375
78,quartz-no_knowledge,std,0.03644344934278313,0.007795119555779047
79,,,,
80,quartz-with_knowledge,quartz-with_knowledge_32_100,0.65625,0.4322916666666667
81,quartz-with_knowledge,quartz-with_knowledge_32_13,0.625,0.46875
82,quartz-with_knowledge,quartz-with_knowledge_32_21,0.625,0.4583333333333333
83,quartz-with_knowledge,quartz-with_knowledge_32_42,0.6875,0.453125
84,quartz-with_knowledge,quartz-with_knowledge_32_87,0.53125,0.484375
85,quartz-with_knowledge,mean,0.625,0.459375
86,quartz-with_knowledge,std,0.05229125165837972,0.017242651413798795
87,,,,
88,sciq,sciq_32_100,0.96875,0.8714768883878241
89,sciq,sciq_32_13,0.875,0.8658399098083427
90,sciq,sciq_32_21,0.9375,0.8974069898534386
91,sciq,sciq_32_42,0.9375,0.8737316798196166
92,sciq,sciq_32_87,1.0,0.918827508455468
93,sciq,mean,0.94375,0.885456595264938
94,sciq,std,0.0414578098794425,0.019870329503376197
95,,,,
96,superglue-copa,superglue-copa_32_100,0.65625,0.51
97,superglue-copa,superglue-copa_32_13,0.65625,0.55
98,superglue-copa,superglue-copa_32_21,0.5625,0.45
99,superglue-copa,superglue-copa_32_42,0.5625,0.48
100,superglue-copa,superglue-copa_32_87,0.5625,0.43
101,superglue-copa,mean,0.6,0.484
102,superglue-copa,std,0.045927932677184584,0.04270831300812526
103,,,,
104,swag,swag_32_100,0.46875,0.278
105,swag,swag_32_13,0.4375,0.289
106,swag,swag_32_21,0.40625,0.291
107,swag,swag_32_42,0.40625,0.308
108,swag,swag_32_87,0.5,0.311
109,swag,mean,0.44375,0.2954
110,swag,std,0.03644344934278313,0.012370933675353687
111,,,,
112,wino_grande,wino_grande_32_100,0.59375,0.495
113,wino_grande,wino_grande_32_13,0.6875,0.485
114,wino_grande,wino_grande_32_21,0.71875,0.481
115,wino_grande,wino_grande_32_42,0.71875,0.488
116,wino_grande,wino_grande_32_87,0.65625,0.479
117,wino_grande,mean,0.675,0.4856
118,wino_grande,std,0.046770717334674264,0.005642694391866359
119,,,,
120,wiqa,wiqa_32_100,0.59375,0.451
121,wiqa,wiqa_32_13,0.59375,0.451
122,wiqa,wiqa_32_21,0.46875,0.373
123,wiqa,wiqa_32_42,0.5625,0.405
124,wiqa,wiqa_32_87,0.5625,0.446
125,wiqa,mean,0.55625,0.42519999999999997
126,wiqa,std,0.045927932677184584,0.03129472799050984
127,,,,
