,task,entry,dev_performance,test_performance
97,superglue-copa,superglue-copa_32_13,0.71875,0.54
98,superglue-copa,superglue-copa_32_21,0.59375,0.45
99,superglue-copa,superglue-copa_32_42,0.65625,0.57
100,superglue-copa,superglue-copa_32_87,0.71875,0.56
101,superglue-copa,mean,0.65,0.52
102,superglue-copa,std,0.06373774391990981,0.0469041575982343
103,,,,
104,swag,swag_32_100,0.40625,0.324
105,swag,swag_32_13,0.40625,0.341
106,swag,swag_32_21,0.53125,0.315
107,swag,swag_32_42,0.40625,0.277
108,swag,swag_32_87,0.46875,0.365
109,swag,mean,0.44375,0.3244
110,swag,std,0.049999999999999996,0.02918629815512751
111,,,,
112,wino_grande,wino_grande_32_100,0.625,0.499
113,wino_grande,wino_grande_32_13,0.71875,0.503
114,wino_grande,wino_grande_32_21,0.71875,0.489
115,wino_grande,wino_grande_32_42,0.6875,0.487
116,wino_grande,wino_grande_32_87,0.625,0.479
117,wino_grande,mean,0.675,0.49140000000000006
118,wino_grande,std,0.04238956239453293,0.008616263691415214
119,,,,
120,wiqa,wiqa_32_100,0.46875,0.407
121,wiqa,wiqa_32_13,0.5625,0.329
122,wiqa,wiqa_32_21,0.53125,0.356
123,wiqa,wiqa_32_42,0.4375,0.367
124,wiqa,wiqa_32_87,0.5,0.367
125,wiqa,mean,0.5,0.3652
126,wiqa,std,0.04419417382415922,0.025095019426172982
127,,,,
